code,name,description,refreshed_at,from_date,to_date
DQE,DQ Entertainment (International) Limited,Historical prices for DQ Entertainment (International) Limited<br><br>National Stock Exchange of India<br><br>Ticker: DQE<br><br>ISIN: INE656K01010,2018-12-10 13:38:56,2011-06-20,2018-12-10
DRDATSONS,Dr. Datson's Labs Limited,"Historical prices for Dr. Datson's Labs Limited (DRDATSONS), (ISIN: INE928K01013),  National Stock Exchange of India.",2015-07-23 19:34:10,2013-09-02,2015-05-21
DREDGECORP,Dredging Corporation of India Limited,Historical prices for Dredging Corporation of India Limited<br><br>National Stock Exchange of India<br><br>Ticker: DREDGECORP<br><br>ISIN: INE506A01018,2018-12-10 13:38:56,2004-01-15,2018-12-10
DRREDDY,Dr. Reddy's Laboratories Limited,Historical prices for Dr. Reddy's Laboratories Limited<br><br>National Stock Exchange of India<br><br>Ticker: DRREDDY<br><br>ISIN: INE089A01023,2018-12-10 13:38:56,1998-03-20,2018-12-10
DSKULKARNI,DS Kulkarni Developers Limited,Historical prices for DS Kulkarni Developers Limited<br><br>National Stock Exchange of India<br><br>Ticker: DSKULKARNI<br><br>ISIN: INE891A01014,2018-03-20 13:26:23,1998-03-09,2018-03-20
DSSL,Dynacons Systems & Solutions Limited,Historical prices for Dynacons Systems & Solutions Limited<br><br>National Stock Exchange of India<br><br>Ticker: DSSL<br><br>ISIN: INE417B01040,2018-12-10 13:38:56,2011-12-01,2018-12-10
DTIL,Dhunseri Tea & Industries Limited,Historical prices for Dhunseri Tea & Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: DTIL<br><br>ISIN: INE341R01014,2018-12-10 13:38:56,2008-01-11,2018-12-10
DUCON,Ducon Infratechnologies Limited,Historical prices for Ducon Infratechnologies Limited<br><br>National Stock Exchange of India<br><br>Ticker: DUCON<br><br>ISIN: INE741L01018,2018-12-10 13:38:56,2016-04-21,2018-12-10
DUNCANSIND,Duncans Industries Limited,"Historical prices for Duncans Industries Limited (DUNCANSIND), (ISIN: INE508A01014),  National Stock Exchange of India.",2013-08-27 12:41:20,1998-03-20,2013-05-22
DUNCANSLTD,Duncans Industries Limited,Historical prices for Duncans Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: DUNCANSLTD<br><br>ISIN: INE508A01022,2016-05-12 17:14:00,2013-07-05,2016-05-09
DWARKESH,Dwarikesh Sugar Industries Limited,Historical prices for Dwarikesh Sugar Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: DWARKESH<br><br>ISIN: INE366A01041,2018-12-10 13:38:56,2004-12-31,2018-12-10
DYNAMATECH,Dynamatic Technologies Limited,Historical prices for Dynamatic Technologies Limited<br><br>National Stock Exchange of India<br><br>Ticker: DYNAMATECH<br><br>ISIN: INE221B01012,2018-12-10 13:38:56,1998-03-20,2018-12-10
DYNATECH,Dynacons Technologies Limited,Historical prices for Dynacons Technologies Limited<br><br>National Stock Exchange of India<br><br>Ticker: DYNATECH<br><br>ISIN: INE741L01018,2016-05-09 13:28:51,2012-10-09,2016-05-09
DYNPRO,Dynemic Products Limited,Historical prices for Dynemic Products Limited<br><br>National Stock Exchange of India<br><br>Ticker: DYNPRO<br><br>ISIN: INE256H01015,2018-12-10 13:38:56,2017-07-19,2018-12-10
EASTSILK,Eastern Silk Industries Limited,Historical prices for Eastern Silk Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: EASTSILK<br><br>ISIN: INE962C01027,2018-12-10 13:38:56,1998-03-19,2018-12-10
EASUNREYRL,Easun Reyrolle Limited,Historical prices for Easun Reyrolle Limited<br><br>National Stock Exchange of India<br><br>Ticker: EASUNREYRL<br><br>ISIN: INE268C01029,2018-12-10 13:38:56,1998-03-20,2018-12-10
EBANK,Edelweiss ETF - Nifty Bank,Historical prices for Edelweiss ETF - Nifty Bank <br><br>National Stock Exchange of India<br><br>Ticker: EBANK<br><br>ISIN: INF754K01EL1,2018-12-10 13:38:56,2015-06-22,2018-12-07
ECEIND,ECE Industries Limited,Historical prices for ECE Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: ECEIND<br><br>ISIN: INE588B01014,2018-12-10 13:38:56,2007-09-24,2018-12-10
ECLERX,eClerx Services Limited,Historical prices for eClerx Services Limited<br><br>National Stock Exchange of India<br><br>Ticker: ECLERX<br><br>ISIN: INE738I01010,2018-12-10 13:38:56,2007-12-31,2018-12-10
EDELWEISS,Edelweiss Financial Services Limited,Historical prices for Edelweiss Financial Services Limited<br><br>National Stock Exchange of India<br><br>Ticker: EDELWEISS<br><br>ISIN: INE532F01054,2018-12-10 13:38:56,2007-12-12,2018-12-10
EDL,Empee Distilleries Limited,Historical prices for Empee Distilleries Limited<br><br>National Stock Exchange of India<br><br>Ticker: EDL<br><br>ISIN: INE180G01019,2018-12-10 13:38:56,2007-11-26,2018-12-10
EDSERV,Edserv Softsystems Limited,"Historical prices for Edserv Softsystems Limited (EDSERV), (ISIN: INE889J01019),  National Stock Exchange of India.",2014-03-31 17:14:40,2009-03-02,2013-12-09
EDUCOMP,Educomp Solutions Limited,Historical prices for Educomp Solutions Limited<br><br>National Stock Exchange of India<br><br>Ticker: EDUCOMP<br><br>ISIN: INE216H01027,2018-12-10 13:38:56,2006-01-13,2018-12-10
EICHERMOT,Eicher Motors Limited,Historical prices for Eicher Motors Limited<br><br>National Stock Exchange of India<br><br>Ticker: EICHERMOT<br><br>ISIN: INE066A01013,2018-12-10 13:38:56,1998-03-20,2018-12-10
EIDPARRY,EID Parry India Limited,Historical prices for EID Parry India Limited<br><br>National Stock Exchange of India<br><br>Ticker: EIDPARRY<br><br>ISIN: INE126A01031,2018-12-10 13:38:56,1998-03-20,2018-12-10
EIHAHOTELS,EIH Associated Hotels Limited,Historical prices for EIH Associated Hotels Limited<br><br>National Stock Exchange of India<br><br>Ticker: EIHAHOTELS<br><br>ISIN: INE276C01014,2018-12-10 13:38:56,2008-04-08,2018-12-10
EIHOTEL,EIH Limited,Historical prices for EIH Limited<br><br>National Stock Exchange of India<br><br>Ticker: EIHOTEL<br><br>ISIN: INE230A01023,2018-12-10 13:38:57,1998-03-20,2018-12-10
EIMCOELECO,Eimco Elecon (India) Limited,Historical prices for Eimco Elecon (India) Limited<br><br>National Stock Exchange of India<br><br>Ticker: EIMCOELECO<br><br>ISIN: INE158B01016,2018-12-10 13:38:56,1998-03-18,2018-12-10
EKC,Everest Kanto Cylinder Limited,Historical prices for Everest Kanto Cylinder Limited<br><br>National Stock Exchange of India<br><br>Ticker: EKC<br><br>ISIN: INE184H01027,2018-12-10 13:38:57,2005-12-15,2018-12-10
ELAND,E-Land Apparel Limited,Historical prices for E-Land Apparel Limited<br><br>National Stock Exchange of India<br><br>Ticker: ELAND<br><br>ISIN: INE311H01018,2018-12-10 13:38:56,2015-03-13,2018-12-10
ELDERPHARM,Elder Pharmaceuticals Limited,Historical prices for Elder Pharmaceuticals Limited<br><br>National Stock Exchange of India<br><br>Ticker: ELDERPHARM<br><br>ISIN: INE975A01015,2016-01-11 13:38:07,2000-04-28,2016-01-11
ELECON,Elecon Engineering Company Limited,Historical prices for Elecon Engineering Company Limited<br><br>National Stock Exchange of India<br><br>Ticker: ELECON<br><br>ISIN: INE205B01023,2018-12-10 13:38:57,2006-09-29,2018-12-10
ELECTCAST,Electrosteel Castings Limited,Historical prices for Electrosteel Castings Limited<br><br>National Stock Exchange of India<br><br>Ticker: ELECTCAST<br><br>ISIN: INE086A01029,2018-12-10 13:38:57,1998-03-20,2018-12-10
ELECTHERM,Electrotherm (India) Limited,Historical prices for Electrotherm (India) Limited<br><br>National Stock Exchange of India<br><br>Ticker: ELECTHERM<br><br>ISIN: INE822G01016,2018-12-10 13:38:57,1997-07-04,2018-12-10
ELECTROSL,ELECTROSTEEL STEELS LIMITED,Historical prices for ELECTROSTEEL STEELS LIMITED<br><br>National Stock Exchange of India<br><br>Ticker: ELECTROSL<br><br>ISIN: INE481K01021,2018-12-10 13:38:57,2018-06-19,2018-12-10
ELFORGE,EL Forge Limited,"Historical prices for EL Forge Limited (ELFORGE), (ISIN: INE158F01017),  National Stock Exchange of India.",2015-03-09 09:29:04,2009-11-05,2015-01-27
ELGIEQUIP,Elgi Equipments Limited,Historical prices for Elgi Equipments Limited<br><br>National Stock Exchange of India<br><br>Ticker: ELGIEQUIP<br><br>ISIN: INE285A01027,2018-12-10 13:38:57,1998-03-20,2018-12-10
ELGIRUBCO,Elgi Rubber Company Limited,Historical prices for Elgi Rubber Company Limited<br><br>National Stock Exchange of India<br><br>Ticker: ELGIRUBCO<br><br>ISIN: INE819L01012,2018-12-10 13:38:57,2011-08-10,2018-12-10
ELNET,Elnet Technologies Limited,"Historical prices for Elnet Technologies Limited (ELNET), (ISIN: INE033C01019),  National Stock Exchange of India.",2014-12-23 16:15:37,2009-11-05,2014-09-24
EMAMIINFRA,Emami Infrastructure Limited,Historical prices for Emami Infrastructure Limited<br><br>National Stock Exchange of India<br><br>Ticker: EMAMIINFRA<br><br>ISIN: INE778K01012,2018-11-14 13:37:42,2010-07-28,2018-11-14
EMAMILTD,Emami Limited,Historical prices for Emami Limited<br><br>National Stock Exchange of India<br><br>Ticker: EMAMILTD<br><br>ISIN: INE548C01032,2018-12-10 13:38:57,2006-08-03,2018-12-10
EMAMIREAL,Emami Realty Limited,Historical prices for Emami Realty Limited<br><br>National Stock Exchange of India<br><br>Ticker: EMAMIREAL<br><br>ISIN: INE778K01012,2018-12-10 13:38:57,2018-11-15,2018-12-10
EMCO,Emco Limited,Historical prices for Emco Limited<br><br>National Stock Exchange of India<br><br>Ticker: EMCO<br><br>ISIN: INE078A01026,2018-12-10 13:38:57,2005-12-15,2018-12-10
EMKAY,Emkay Global Financial Services Limited,Historical prices for Emkay Global Financial Services Limited<br><br>National Stock Exchange of India<br><br>Ticker: EMKAY<br><br>ISIN: INE296H01011,2018-12-10 13:38:57,2006-04-28,2018-12-10
EMMBI,Emmbi Industries Limited,Historical prices for Emmbi Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: EMMBI<br><br>ISIN: INE753K01015,2018-12-10 13:38:57,2010-02-24,2018-12-10
EMPEESUG,Empee Sugars and Chemicals Limited,"Historical prices for Empee Sugars and Chemicals Limited (EMPEESUG), (ISIN: INE928B01012),  National Stock Exchange of India.",2015-02-01 17:41:51,2010-08-09,2014-11-03
ENDURANCE,Endurance Technologies Limited,Historical prices for Endurance Technologies Limited<br><br>National Stock Exchange of India<br><br>Ticker: ENDURANCE<br><br>ISIN: INE913H01037,2018-12-10 13:38:57,2016-10-19,2018-12-10
ENERGYDEV,Energy Development Company Limited,Historical prices for Energy Development Company Limited<br><br>National Stock Exchange of India<br><br>Ticker: ENERGYDEV<br><br>ISIN: INE306C01019,2018-12-10 13:38:57,2007-11-02,2018-12-10
ENGINERSIN,Engineers India Limited,Historical prices for Engineers India Limited<br><br>National Stock Exchange of India<br><br>Ticker: ENGINERSIN<br><br>ISIN: INE510A01028,2018-12-10 13:38:57,1998-03-20,2018-12-10
ENIL,Entertainment Network (India) Limited,Historical prices for Entertainment Network (India) Limited<br><br>National Stock Exchange of India<br><br>Ticker: ENIL<br><br>ISIN: INE265F01028,2018-12-10 13:38:57,2006-02-15,2018-12-10
ENTEGRA,Entegra Limited,Historical prices for Entegra Limited<br><br>National Stock Exchange of India<br><br>Ticker: ENTEGRA<br><br>ISIN: INE826A01028,2016-05-12 17:14:03,2007-04-25,2016-05-11
EON,Eon Electric Limited,Historical prices for Eon Electric Limited<br><br>National Stock Exchange of India<br><br>Ticker: EON<br><br>ISIN: INE076H01025,2018-12-10 13:38:57,2012-06-07,2018-12-10
EONELECT,Eon Electric Limited,"Historical prices for Eon Electric Limited (EONELECT), (ISIN: INE076H01017),  National Stock Eschange of India.",2017-03-10 21:56:56,2011-08-18,2012-05-07
EQ30,Edel ETF Nifty 100 Qual30,Historical prices for Edel ETF Nifty 100 Qual30<br><br>National Stock Exchange of India<br><br>Ticker: EQ30<br><br>ISIN: INF754K01EM9,2018-12-10 13:38:57,2016-05-30,2018-12-10
EQUITAS,Equitas Holdings Limited,Historical prices for Equitas Holdings Limited<br><br>National Stock Exchange of India<br><br>Ticker: EQUITAS<br><br>ISIN: INE988K01017,2018-12-10 13:38:57,2016-04-21,2018-12-10
ERAINFRA,Era Infra Engineering Limited,Historical prices for Era Infra Engineering Limited<br><br>National Stock Exchange of India<br><br>Ticker: ERAINFRA<br><br>ISIN: INE039E01020,2016-01-11 13:38:07,2008-02-25,2016-01-11
ERIS,Eris Lifesciences Limited,Historical prices for Eris Lifesciences Limited<br><br>National Stock Exchange of India<br><br>Ticker: ERIS<br><br>ISIN: INE406M01024,2018-12-10 13:38:57,2017-06-29,2018-12-10
EROSMEDIA,Eros International Media Limited,Historical prices for Eros International Media Limited<br><br>National Stock Exchange of India<br><br>Ticker: EROSMEDIA<br><br>ISIN: INE416L01017,2018-12-10 13:38:57,2010-10-06,2018-12-10
ESABINDIA,Esab India Limited,Historical prices for Esab India Limited<br><br>National Stock Exchange of India<br><br>Ticker: ESABINDIA<br><br>ISIN: INE284A01012,2018-12-10 13:38:57,1998-03-20,2018-12-10
ESCORTS,Escorts Limited,Historical prices for Escorts Limited<br><br>National Stock Exchange of India<br><br>Ticker: ESCORTS<br><br>ISIN: INE042A01014,2018-12-10 13:38:57,1998-03-20,2018-12-10
ESL,Electrosteel Steels Limited,Historical prices for Electrosteel Steels Limited<br><br>National Stock Exchange of India<br><br>Ticker: ESL<br><br>ISIN: INE481K01013,2018-06-11 13:30:41,2010-10-08,2018-06-11
ESSAROIL,Essar Oil Limited,Historical prices for Essar Oil Limited<br><br>National Stock Exchange of India<br><br>Ticker: ESSAROIL<br><br>ISIN: INE011A01019,2016-02-09 13:37:07,1998-03-20,2016-02-09
ESSARPORTS,Essar Ports Limited,Historical prices for Essar Ports Limited<br><br>National Stock Exchange of India<br><br>Ticker: ESSARPORTS<br><br>ISIN: INE282A01024,2015-12-23 16:00:02,2011-05-31,2015-12-23
ESSARSHPNG,Essar Shipping Limited,Historical prices for Essar Shipping Limited<br><br>National Stock Exchange of India<br><br>Ticker: ESSARSHPNG<br><br>ISIN: INE122M01019,2018-12-10 13:38:57,2011-11-15,2018-12-10
ESSDEE,Ess Dee Aluminium Limited,Historical prices for Ess Dee Aluminium Limited<br><br>National Stock Exchange of India<br><br>Ticker: ESSDEE<br><br>ISIN: INE825H01017,2018-12-10 13:38:57,2006-12-28,2018-12-10
ESSELPACK,Essel Propack Limited,Historical prices for Essel Propack Limited<br><br>National Stock Exchange of India<br><br>Ticker: ESSELPACK<br><br>ISIN: INE255A01020,2018-12-10 13:38:57,1998-03-20,2018-12-10
ESTER,Ester Industries Limited,Historical prices for Ester Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: ESTER<br><br>ISIN: INE778B01029,2018-12-10 13:38:57,2011-06-20,2018-12-10
EUROCERA,Euro Ceramics Limited,Historical prices for Euro Ceramics Limited<br><br>National Stock Exchange of India<br><br>Ticker: EUROCERA<br><br>ISIN: INE649H01011,2018-12-10 13:38:57,2007-03-09,2018-12-10
EUROMULTI,Euro Multivision Limited,Historical prices for Euro Multivision Limited<br><br>National Stock Exchange of India<br><br>Ticker: EUROMULTI<br><br>ISIN: INE063J01011,2018-12-10 13:38:57,2009-10-15,2018-12-06
EUROTEXIND,Eurotex Industries and Exports Limited,Historical prices for Eurotex Industries and Exports Limited<br><br>National Stock Exchange of India<br><br>Ticker: EUROTEXIND<br><br>ISIN: INE022C01012,2018-10-24 13:41:30,1998-03-20,2018-10-24
EVEREADY,Eveready Industries India Limited,Historical prices for Eveready Industries India Limited<br><br>National Stock Exchange of India<br><br>Ticker: EVEREADY<br><br>ISIN: INE128A01029,2018-12-10 13:38:57,2005-04-27,2018-12-10
EVERESTIND,Everest Industries Limited,Historical prices for Everest Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: EVERESTIND<br><br>ISIN: INE295A01018,2018-12-10 13:38:57,2005-05-27,2018-12-10
EVERONN,Everonn Education Limited,Historical prices for Everonn Education Limited<br><br>National Stock Exchange of India<br><br>Ticker: EVERONN<br><br>ISIN: INE678H01010,2016-11-03 12:39:28,2007-08-01,2016-11-03
EXCEL,Excel Realty N Infra Limited,Historical prices for Excel Realty N Infra Limited<br><br>National Stock Exchange of India<br><br>Ticker: EXCEL<br><br>ISIN: INE688J01015,2018-12-10 13:38:57,2015-05-05,2018-12-10
EXCELCROP,Excel Crop Care Limited,Historical prices for Excel Crop Care Limited<br><br>National Stock Exchange of India<br><br>Ticker: EXCELCROP<br><br>ISIN: INE223G01017,2018-12-10 13:38:57,2004-06-16,2018-12-10
EXCELINDUS,Excel Industries Limited,Historical prices for Excel Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: EXCELINDUS<br><br>ISIN: INE369A01029,2018-12-10 13:38:57,2004-06-16,2018-12-10
EXCELINFO,Excel Infoways Limited,"Historical prices for Excel Infoways Limited (EXCELINFO), (ISIN: INE688J01015),  National Stock Exchange of India.",2015-07-23 19:21:52,2009-08-03,2015-05-04
EXIDEIND,Exide Industries Limited,Historical prices for Exide Industries Limited<br><br>National Stock Exchange of India<br><br>Ticker: EXIDEIND<br><br>ISIN: INE302A01020,2018-12-10 13:38:57,2005-09-12,2018-12-10
FACT,Fertilizers and Chemicals Travancore Limited,Historical prices for Fertilizers and Chemicals Travancore Limited<br><br>National Stock Exchange of India<br><br>Ticker: FACT<br><br>ISIN: INE188A01015,2018-12-10 13:38:57,1998-03-19,2018-12-10
FAGBEARING,FAG Bearings India Limited,Historical prices for FAG Bearings India Limited<br><br>National Stock Exchange of India<br><br>Ticker: FAGBEARING<br><br>ISIN: INE513A01014,2017-08-01 15:59:45,2001-08-20,2017-07-31
FAIRCHEM,Fairchem Speciality Limited,Historical prices for Fairchem Speciality Limited<br><br>National Stock Exchange of India<br><br>Ticker: FAIRCHEM<br><br>ISIN: INE959A01019,2018-12-10 13:38:57,2017-01-19,2018-12-10
FAME,Fame India Limited,"Historical prices for Fame India Limited (FAME), (ISIN: INE886G01011),  National Stock Exchange of India.",2014-03-31 18:29:39,2008-02-25,2013-04-05
FARMAXIND,Farmax India Limited,Historical prices for Farmax India Limited<br><br>National Stock Exchange of India<br><br>Ticker: FARMAXIND<br><br>ISIN: INE890I01035,2018-07-02 13:33:26,2010-08-17,2018-07-02
FCEL,Future Consumer Enterprise Limited,Historical prices for Future Consumer Enterprise Limited<br><br>National Stock Exchange of India<br><br>Ticker: FCEL<br><br>ISIN: INE220J01025,2016-10-24 12:39:08,2013-10-17,2016-10-24
FCH,Future Capital Holdings Limited,"Historical prices for Future Capital Holdings Limited (FCH), (ISIN: INE688I01017),  National Stock Exchange of India.",2014-03-31 18:29:20,2008-02-01,2012-12-05
FCL,Fineotex Chemical Limited,Historical prices for Fineotex Chemical Limited<br><br>National Stock Exchange of India<br><br>Ticker: FCL<br><br>ISIN: INE045J01026,2018-12-10 13:38:57,2015-01-15,2018-12-10
